[__content_plan [__rst_elaboration [__fact_type [__arg1 entity0 ] [__arg2 marriage cauldron ] ] [__rst_joint [__fact_creation_time [__arg1 entity0 ] [__arg2 between 500 and 480 b.c. ] ] [__fact_painting_technique_used [__arg1 entity0 ] [__arg2 red figure technique ] ] ] ] [__rst_contrast [__fact_creation_period compare_additive [__arg1 entityplural ] [__arg2 classical period ] ] [__fact_creation_period [__arg1 entity0 ] [__arg2 hellenistic period ] ] ] [__optional_type [__arg1 entityplural ] [__arg2 vessel ] ] ]	[text] This is a marriage cauldron; it was created between 500 and 480 B.C. and it was decorated with the red figure technique. Unlike the other vessels you recently saw, which were created during the classical period, this marriage cauldron was created during the hellenistic period. [/text]
[__content_plan [__rst_contrast [__fact_current_location [__arg1 entityplural ] [__arg2 the national archaeological museum ] ] [__fact_current_location [__arg1 entity0 ] [__arg2 the museum of thessaloniki ] ] ] [__fact_exhibit_depicts [__arg1 entity0 ] [__arg2 the goddess athena ] ] [__optional_type [__arg1 entityplural ] [__arg2 coin ] ] [__optional_type [__arg1 entity0 ] [__arg2 prochous ] ] ]	[text] Unlike the coins you recently saw, which are currently in The National Archaeological Museum, now this prochous is exhibited in The Museum of Thessaloniki. It shows the goddess Athena. [/text]
[__content_plan [__rst_contrast [__fact_current_location [__arg1 entityplural ] [__arg2 the national archaeological museum ] ] [__fact_current_location [__arg1 entity0 ] [__arg2 the museum of thessaloniki ] ] ] [__fact_exhibit_purpose [__arg1 entity0 ] [__arg2 was used in religious worship ] ] [__optional_type [__arg1 entity0 ] [__arg2 relief ] ] [__optional_type [__arg1 entityplural ] [__arg2 coin ] ] ]	[text] Unlike the coins you recently saw, which are currently in The National Archaeological Museum, this relief is currently in The Museum of Thessaloniki. It was used in religious worship. [/text]
[__content_plan [__rst_contrast [__fact_current_location [__arg1 entityplural ] [__arg2 the national archaeological museum ] ] [__fact_current_location [__arg1 entity0 ] [__arg2 the museum of thessaloniki ] ] ] [__fact_exhibit_depicts [__arg1 entity0 ] [__arg2 the goddess athena ] ] [__optional_type [__arg1 entityplural ] [__arg2 coin ] ] [__optional_type [__arg1 entity0 ] [__arg2 prochous ] ] ]	[text] Unlike the coins you recently saw, which are currently in The National Archaeological Museum, this prochous is located in The Museum of Thessaloniki. It shows the goddess Athena. [/text]
[__content_plan [__rst_elaboration [__fact_type [__arg1 entity0 ] [__arg2 marriage cauldron ] ] [__rst_joint [__fact_creation_time [__arg1 entity0 ] [__arg2 between 500 and 480 b.c. ] ] [__fact_painting_technique_used [__arg1 entity0 ] [__arg2 red figure technique ] ] ] ] [__rst_contrast [__fact_creation_period compare_additive [__arg1 entityplural ] [__arg2 classical period ] ] [__fact_creation_period [__arg1 entity0 ] [__arg2 hellenistic period ] ] ] [__optional_type [__arg1 entityplural ] [__arg2 vessel ] ] ]	[text] This is a marriage cauldron; it was created between 500 and 480 B.C. and it was painted with the red figure technique. Unlike the other vessels you recently saw, which were created during the classical period, this marriage cauldron was created during the hellenistic period. [/text]
[__content_plan [__rst_elaboration [__fact_type [__arg1 entity0 ] [__arg2 kylix ] ] [__rst_joint [__fact_creation_time [__arg1 entity0 ] [__arg2 between 500 and 480 b.c. ] ] [__fact_painting_technique_used [__arg1 entity0 ] [__arg2 red figure technique ] ] ] ] [__rst_contrast [__fact_creation_period compare_additive [__arg1 entityplural ] [__arg2 classical period ] ] [__fact_creation_period [__arg1 entity0 ] [__arg2 hellenistic period ] ] ] [__optional_type [__arg1 entityplural ] [__arg2 vessel ] ] ]	[text] This is a kylix; it was created between 500 and 480 B.C. and it was decorated with the red figure technique. Unlike the other vessels you recently saw, which were created during the classical period, this kylix was created during the hellenistic period. [/text]
[__content_plan [__fact_original_location [__arg1 entity0 ] [__arg2 athens ] ] [__rst_contrast [__fact_current_location [__arg1 entityplural ] [__arg2 the national archaeological museum ] ] [__fact_current_location [__arg1 entity0 ] [__arg2 the museum of thessaloniki ] ] ] [__fact_exhibit_depicts [__arg1 entity0 ] [__arg2 the goddess athena ] ] [__fact_exhibit_story [__arg1 entity0 ] [__arg2 it was part of a larger collection, dedicated to athena ] ] [__optional_type [__arg1 entity0 ] [__arg2 figurine ] ] [__optional_type [__arg1 entityplural ] [__arg2 coin ] ] ]	[text] This figurine originates from Athens. Unlike the coins you recently saw, which are located in The National Archaeological Museum, now this figurine is exhibited in The Museum of Thessaloniki. It depicts the goddess Athena. It was part of a larger collection, dedicated to Athena. [/text]
[__content_plan [__rst_elaboration [__fact_type [__arg1 entity0 ] [__arg2 stamnos ] ] [__rst_joint [__fact_made_of [__arg1 entity0 ] [__arg2 clay ] ] [__fact_creation_time [__arg1 entity0 ] [__arg2 between 500 and 480 b.c. ] ] ] ] [__rst_contrast [__fact_creation_period [__arg1 entityplural ] [__arg2 classical period ] ] [__fact_creation_period [__arg1 entity0 ] [__arg2 hellenistic period ] ] ] [__optional_type [__arg1 entityplural ] [__arg2 kylix ] ] ]	[text] This is a stamnos; it is made of clay and it was created between 500 and 480 B.C. Unlike the kylixes you recently saw, which were created during the classical period, this stamnos was created during the hellenistic period. [/text]
[__content_plan [__rst_contrast [__fact_original_location [__arg1 entityplural ] [__arg2 attica ] ] [__fact_original_location [__arg1 entity0 ] [__arg2 athens ] ] ] [__fact_exhibit_story [__arg1 entity0 ] [__arg2 it was part of a larger collection, dedicated to athena ] ] [__fact_current_location [__arg1 entity0 ] [__arg2 the national archaeological museum ] ] [__fact_exhibit_depicts [__arg1 entity0 ] [__arg2 the goddess athena ] ] [__optional_type [__arg1 entityplural ] [__arg2 vessel ] ] [__optional_type [__arg1 entity0 ] [__arg2 figurine ] ] ]	[text] Unlike the vessels you recently saw, which originate from Attica, this figurine was originally from Athens. It was part of a larger collection, dedicated to Athena. This figurine is currently in The National Archaeological Museum. It depicts the goddess Athena. [/text]
[__content_plan [__rst_contrast [__fact_original_location [__arg1 entityplural ] [__arg2 attica ] ] [__fact_original_location [__arg1 entity0 ] [__arg2 macedonia ] ] ] [__fact_exhibit_story [__arg1 entity0 ] [__arg2 it was part of a larger collection, dedicated to athena ] ] [__fact_current_location [__arg1 entity0 ] [__arg2 the national archaeological museum ] ] [__fact_exhibit_depicts [__arg1 entity0 ] [__arg2 the goddess athena ] ] [__optional_type [__arg1 entity0 ] [__arg2 tetradrachm ] ] [__optional_type [__arg1 entityplural ] [__arg2 vessel ] ] ]	[text] Unlike the vessels you recently saw, which were originally from Attica, this tetradrachm originates from Macedonia. It was part of a larger collection, dedicated to Athena. Now this tetradrachm is exhibited in The National Archaeological Museum. It shows the goddess Athena. [/text]
[__content_plan [__rst_elaboration [__fact_type [__arg1 entity0 ] [__arg2 prochous ] ] [__rst_joint [__fact_creation_time [__arg1 entity0 ] [__arg2 between 500 and 480 b.c. ] ] [__fact_painting_technique_used [__arg1 entity0 ] [__arg2 red figure technique ] ] ] ] [__rst_contrast [__fact_creation_period [__arg1 entityplural ] [__arg2 classical period ] ] [__fact_creation_period [__arg1 entity0 ] [__arg2 hellenistic period ] ] ] [__optional_type [__arg1 entityplural ] [__arg2 coin ] ] ]	[text] This is a prochous; it was created between 500 and 480 B.C. and it was decorated with the red figure technique. Unlike the coins you recently saw, which were created during the classical period, this prochous was created during the hellenistic period. [/text]
[__content_plan [__rst_contrast [__fact_current_location [__arg1 entityplural ] [__arg2 the national archaeological museum ] ] [__fact_current_location [__arg1 entity0 ] [__arg2 the museum of thessaloniki ] ] ] [__rst_elaboration [__fact_creation_period [__arg1 entity0 ] [__arg2 classical period ] ] [__fact_historical_period_description [__arg1 classical period ] [__arg2 was defined by the rise of athens ] ] ] [__fact_exhibit_purpose [__arg1 entity0 ] [__arg2 was used in religious worship ] ] [__optional_type [__arg1 entity0 ] [__arg2 relief ] ] [__optional_type [__arg1 entityplural ] [__arg2 coin ] ] ]	[text] Unlike the coins you recently saw, which are located in The National Archaeological Museum, now this relief is exhibited in The Museum of Thessaloniki. It was created during the classical period, which was defined by the rise of Athens. This relief was used in religious worship. [/text]
[__content_plan [__rst_contrast [__fact_current_location [__arg1 entityplural ] [__arg2 the national archaeological museum ] ] [__fact_current_location [__arg1 entity0 ] [__arg2 the museum of thessaloniki ] ] ] [__rst_elaboration [__fact_creation_period [__arg1 entity0 ] [__arg2 classical period ] ] [__fact_historical_period_description [__arg1 classical period ] [__arg2 was defined by the rise of athens ] ] ] [__fact_exhibit_purpose [__arg1 entity0 ] [__arg2 was used in religious worship ] ] [__optional_type [__arg1 entity0 ] [__arg2 relief ] ] [__optional_type [__arg1 entityplural ] [__arg2 coin ] ] ]	[text] Unlike the coins you recently saw, which are located in The National Archaeological Museum, this relief is currently in The Museum of Thessaloniki. It was created during the classical period, which was defined by the rise of Athens. This relief was used in religious worship. [/text]
[__content_plan [__rst_elaboration [__fact_type [__arg1 entity0 ] [__arg2 rhyton ] ] [__rst_joint [__fact_potter_is [__arg1 entity0 ] [__arg2 sotades ] ] [__fact_creation_time [__arg1 entity0 ] [__arg2 between 500 and 480 b.c. ] ] ] ] [__rst_contrast [__fact_creation_period [__arg1 entityplural ] [__arg2 classical period ] ] [__fact_creation_period [__arg1 entity0 ] [__arg2 hellenistic period ] ] ] [__optional_type [__arg1 entityplural ] [__arg2 relief ] ] ]	[text] This is a rhyton; it was made by Sotades and it was created between 500 and 480 B.C. Unlike the reliefs you recently saw, which were created during the classical period, this rhyton was created during the hellenistic period. [/text]
[__content_plan [__rst_contrast [__fact_original_location [__arg1 entityplural ] [__arg2 attica ] ] [__fact_original_location [__arg1 entity0 ] [__arg2 athens ] ] ] [__fact_exhibit_story [__arg1 entity0 ] [__arg2 it was part of a larger collection, dedicated to athena ] ] [__fact_current_location [__arg1 entity0 ] [__arg2 the national archaeological museum ] ] [__fact_exhibit_depicts [__arg1 entity0 ] [__arg2 the goddess athena ] ] [__optional_type [__arg1 entity0 ] [__arg2 figurine ] ] [__optional_type [__arg1 entityplural ] [__arg2 vessel ] ] ]	[text] Unlike the vessels you recently saw, which originate from Attica, this figurine originates from Athens. It was part of a larger collection, dedicated to Athena. This figurine is currently in The National Archaeological Museum. It depicts the goddess Athena. [/text]
[__content_plan [__rst_contrast [__fact_original_location [__arg1 entityplural ] [__arg2 attica ] ] [__fact_original_location [__arg1 entity0 ] [__arg2 athens ] ] ] [__fact_exhibit_story [__arg1 entity0 ] [__arg2 it was part of a larger collection, dedicated to athena ] ] [__fact_current_location [__arg1 entity0 ] [__arg2 the national archaeological museum ] ] [__fact_exhibit_depicts [__arg1 entity0 ] [__arg2 the goddess athena ] ] [__optional_type [__arg1 entity0 ] [__arg2 figurine ] ] [__optional_type [__arg1 entityplural ] [__arg2 vessel ] ] ]	[text] Unlike the vessels you recently saw, which originate from Attica, this figurine originates from Athens. It was part of a larger collection, dedicated to Athena. This figurine is currently in The National Archaeological Museum. It shows the goddess Athena. [/text]
[__content_plan [__rst_elaboration [__fact_type [__arg1 entity0 ] [__arg2 hydria ] ] [__rst_joint [__fact_creation_time [__arg1 entity0 ] [__arg2 between 500 and 480 b.c. ] ] [__fact_painting_technique_used [__arg1 entity0 ] [__arg2 red figure technique ] ] ] ] [__rst_contrast [__fact_creation_period [__arg1 entityplural ] [__arg2 classical period ] ] [__fact_creation_period [__arg1 entity0 ] [__arg2 hellenistic period ] ] ] [__optional_type [__arg1 entityplural ] [__arg2 relief ] ] ]	[text] This is a hydria; it was created between 500 and 480 B.C. and it was decorated with the red figure technique. Unlike the reliefs you recently saw, which were created during the classical period, this hydria was created during the hellenistic period. [/text]
[__content_plan [__rst_elaboration [__fact_type [__arg1 entity0 ] [__arg2 aryballos ] ] [__rst_joint [__fact_creation_period [__arg1 entity0 ] [__arg2 classical period ] ] [__fact_creation_time [__arg1 entity0 ] [__arg2 between 500 and 480 b.c. ] ] ] ] [__rst_contrast [__fact_painting_technique_used [__arg1 entityplural ] [__arg2 red figure technique ] ] [__fact_painting_technique_used [__arg1 entity0 ] [__arg2 black figure technique ] ] ] [__optional_type [__arg1 entityplural ] [__arg2 amphora ] ] ]	[text] This is an aryballos and it was created during the classical period between 500 and 480 B.C. Unlike the amphoras you recently saw, which were painted with the red figure technique, this aryballos was decorated with the black figure technique. [/text]
[__content_plan [__rst_elaboration [__fact_type [__arg1 entity0 ] [__arg2 lekythos ] ] [__rst_joint [__fact_creation_period [__arg1 entity0 ] [__arg2 classical period ] ] [__fact_creation_time [__arg1 entity0 ] [__arg2 between 500 and 480 b.c. ] ] ] ] [__rst_contrast [__fact_painting_technique_used [__arg1 entityplural ] [__arg2 red figure technique ] ] [__fact_painting_technique_used [__arg1 entity0 ] [__arg2 black figure technique ] ] ] [__optional_type [__arg1 entityplural ] [__arg2 amphora ] ] ]	[text] This is a lekythos and it was created during the classical period between 500 and 480 B.C. Unlike the amphoras you recently saw, which were painted with the red figure technique, this lekythos was painted with the black figure technique. [/text]
[__content_plan [__rst_elaboration [__fact_type [__arg1 entity0 ] [__arg2 lekythos ] ] [__rst_joint [__fact_creation_period [__arg1 entity0 ] [__arg2 classical period ] ] [__fact_creation_time [__arg1 entity0 ] [__arg2 between 500 and 480 b.c. ] ] ] ] [__rst_contrast [__fact_painting_technique_used compare_additive [__arg1 entityplural ] [__arg2 red figure technique ] ] [__fact_painting_technique_used [__arg1 entity0 ] [__arg2 black figure technique ] ] ] [__optional_type [__arg1 entityplural ] [__arg2 vessel ] ] ]	[text] This is a lekythos and it was created during the classical period between 500 and 480 B.C. Unlike the other vessels you recently saw, which were decorated with the red figure technique, this lekythos was decorated with the black figure technique. [/text]
[__content_plan [__rst_elaboration [__fact_type [__arg1 entity0 ] [__arg2 relief ] ] [__fact_creation_time [__arg1 entity0 ] [__arg2 between 500 and 480 b.c. ] ] ] [__rst_contrast [__fact_creation_period [__arg1 entityplural ] [__arg2 classical period ] ] [__fact_creation_period [__arg1 entity0 ] [__arg2 hellenistic period ] ] ] [__fact_exhibit_depicts [__arg1 entity0 ] [__arg2 the goddess athena ] ] [__optional_type [__arg1 entityplural ] [__arg2 coin ] ] ]	[text] This is a relief and it was created between 500 and 480 B.C. Unlike the coins you recently saw, which were created during the classical period, this relief was created during the hellenistic period. It shows the goddess Athena. [/text]
[__content_plan [__rst_elaboration [__fact_type [__arg1 entity0 ] [__arg2 hydria ] ] [__rst_joint [__fact_creation_time [__arg1 entity0 ] [__arg2 between 500 and 480 b.c. ] ] [__fact_painting_technique_used [__arg1 entity0 ] [__arg2 red figure technique ] ] ] ] [__rst_contrast [__fact_creation_period [__arg1 entityplural ] [__arg2 classical period ] ] [__fact_creation_period [__arg1 entity0 ] [__arg2 hellenistic period ] ] ] [__optional_type [__arg1 entityplural ] [__arg2 statue ] ] ]	[text] This is a hydria; it was created between 500 and 480 B.C. and it was painted with the red figure technique. Unlike the statues you recently saw, which were created during the classical period, this hydria was created during the hellenistic period. [/text]
[__content_plan [__rst_elaboration [__fact_type [__arg1 entity0 ] [__arg2 imperial portrait ] ] [__rst_joint [__fact_exhibit_portrays [__arg1 entity0 ] [__arg2 octavian augustus ] ] [__fact_creation_time [__arg1 entity0 ] [__arg2 between 500 and 480 b.c. ] ] ] ] [__rst_contrast [__fact_creation_period [__arg1 entityplural ] [__arg2 classical period ] ] [__fact_creation_period [__arg1 entity0 ] [__arg2 hellenistic period ] ] ] [__optional_type [__arg1 entityplural ] [__arg2 relief ] ] ]	[text] This is an imperial portrait; it portrays Octavian Augustus and it was created between 500 and 480 B.C. Unlike the reliefs you recently saw, which were created during the classical period, this imperial portrait was created during the hellenistic period. [/text]
[__content_plan [__rst_elaboration [__fact_type [__arg1 entity0 ] [__arg2 relief ] ] [__rst_joint [__fact_creation_period [__arg1 entity0 ] [__arg2 classical period ] ] [__fact_creation_time [__arg1 entity0 ] [__arg2 between 500 and 480 b.c. ] ] ] ] [__rst_contrast [__fact_made_of [__arg1 entityplural ] [__arg2 silver ] ] [__fact_made_of [__arg1 entity0 ] [__arg2 marble ] ] ] [__optional_type [__arg1 entityplural ] [__arg2 coin ] ] ]	[text] This is a relief and it was created between 500 and 480 B.C. during the classical period. Unlike the coins you recently saw, which are made of silver, this relief is made of marble. [/text]
[__content_plan [__rst_elaboration [__fact_type [__arg1 entity0 ] [__arg2 statue ] ] [__rst_joint [__fact_made_of [__arg1 entity0 ] [__arg2 bronze ] ] [__fact_exhibit_portrays [__arg1 entity0 ] [__arg2 apollo ] ] ] ] [__rst_contrast [__fact_creation_period compare_additive [__arg1 entityplural ] [__arg2 classical period ] ] [__fact_creation_period [__arg1 entity0 ] [__arg2 hellenistic period ] ] ] [__optional_type [__arg1 entityplural ] [__arg2 statue ] ] ]	[text] This is a statue; it is made of bronze and it portrays Apollo. Unlike the other statues you recently saw, which were created during the classical period, this statue was created during the hellenistic period. [/text]
[__content_plan [__rst_contrast [__fact_current_location [__arg1 entityplural ] [__arg2 the national archaeological museum ] ] [__fact_current_location [__arg1 entity0 ] [__arg2 the museum of thessaloniki ] ] ] [__fact_exhibit_purpose [__arg1 entity0 ] [__arg2 was used in religious worship ] ] [__optional_type [__arg1 entity0 ] [__arg2 relief ] ] [__optional_type [__arg1 entityplural ] [__arg2 coin ] ] ]	[text] Unlike the coins you recently saw, which are located in The National Archaeological Museum, this relief is located in The Museum of Thessaloniki. It was used in religious worship. [/text]
[__content_plan [__rst_elaboration [__fact_type [__arg1 entity0 ] [__arg2 amphora ] ] [__rst_joint [__fact_creation_time [__arg1 entity0 ] [__arg2 between 500 and 480 b.c. ] ] [__fact_painting_technique_used [__arg1 entity0 ] [__arg2 red figure technique ] ] ] ] [__rst_contrast [__fact_creation_period [__arg1 entityplural ] [__arg2 classical period ] ] [__fact_creation_period [__arg1 entity0 ] [__arg2 hellenistic period ] ] ] [__optional_type [__arg1 entityplural ] [__arg2 relief ] ] ]	[text] This is an amphora; it was created between 500 and 480 B.C. and it was painted with the red figure technique. Unlike the reliefs you recently saw, which were created during the classical period, this amphora was created during the hellenistic period. [/text]
[__content_plan [__rst_elaboration [__fact_type [__arg1 entity0 ] [__arg2 painting ] ] [__fact_creation_time [__arg1 entity0 ] [__arg2 between 500 and 480 b.c. ] ] ] [__rst_contrast [__rst_joint [__fact_made_of [__arg1 entityplural ] [__arg2 silver ] ] [__fact_creation_period [__arg1 entityplural ] [__arg2 classical period ] ] ] [__rst_joint [__fact_made_of [__arg1 entity0 ] [__arg2 wood ] ] [__fact_creation_period [__arg1 entity0 ] [__arg2 hellenistic period ] ] ] ] [__optional_type [__arg1 entityplural ] [__arg2 coin ] ] ]	[text] This is a painting and it was created between 500 and 480 B.C. Unlike the coins you recently saw, which are made of silver and were created during the classical period, this painting is made of wood and it was created during the hellenistic period. [/text]
[__content_plan [__rst_elaboration [__fact_type [__arg1 entity0 ] [__arg2 aryballos ] ] [__rst_joint [__fact_creation_time [__arg1 entity0 ] [__arg2 between 500 and 480 b.c. ] ] [__fact_painting_technique_used [__arg1 entity0 ] [__arg2 red figure technique ] ] ] ] [__rst_contrast [__fact_creation_period [__arg1 entityplural ] [__arg2 classical period ] ] [__fact_creation_period [__arg1 entity0 ] [__arg2 hellenistic period ] ] ] [__optional_type [__arg1 entityplural ] [__arg2 coin ] ] ]	[text] This is an aryballos; it was created between 500 and 480 B.C. and it was decorated with the red figure technique. Unlike the coins you recently saw, which were created during the classical period, this aryballos was created during the hellenistic period. [/text]
[__content_plan [__rst_elaboration [__fact_type [__arg1 entity0 ] [__arg2 coin ] ] [__fact_creation_time [__arg1 entity0 ] [__arg2 between 500 and 480 b.c. ] ] ] [__rst_contrast [__rst_joint [__fact_original_location compare_additive [__arg1 entityplural ] [__arg2 attica ] ] [__fact_creation_period compare_additive [__arg1 entityplural ] [__arg2 classical period ] ] ] [__rst_joint [__fact_original_location [__arg1 entity0 ] [__arg2 athens ] ] [__fact_creation_period [__arg1 entity0 ] [__arg2 hellenistic period ] ] ] ] [__optional_type [__arg1 entityplural ] [__arg2 coin ] ] ]	[text] This is a coin and it was created between 500 and 480 B.C. Unlike the other coins you recently saw, which were originally from Attica and were created during the classical period, this coin was originally from Athens and it was created during the hellenistic period. [/text]
